name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Tata,2009,11.407564949312402,118000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0
Maruti,2004,11.512925464970229,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
Tata,2009,11.407564949312402,120000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0
Mahindra,2013,13.038979594549872,120000,Diesel,Individual,Manual,Second Owner,13.5,2609.0,115.0,5.0
Toyota,2009,13.17115354157376,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0
Maruti,2011,12.429216196844383,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
Hyundai,2012,12.611537753638338,41000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
Maruti,2005,11.77528972943772,120000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0
Maruti,2011,12.201060103706629,70000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0
Renault,2012,13.208541073645382,90000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0
Maruti,2014,13.253391639810733,80000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0
Honda,2006,11.918390573078392,120000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,5.0
Maruti,2009,11.652678711655406,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Tata,2018,13.017002861746503,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
Renault,2019,13.304684934198283,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0
Maruti,2016,13.321214236149494,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
Hyundai,2017,13.444446876573442,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
Tata,2018,13.579788224443204,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
Maruti,2014,12.449014902564246,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
Honda,2016,13.122363377404328,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0
Mahindra,2011,12.736700896592344,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0
Mahindra,2007,12.409013489526863,110000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0
Ford,2012,12.736700896592344,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,5.0
Maruti,2008,12.30591798049989,35008,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
Datsun,2017,12.506177237980511,31100,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5.0
Hyundai,2014,13.028052697933088,42312,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0
Toyota,2011,12.611537753638338,72000,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,5.0
Toyota,2014,13.081541382884074,54891,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0
Hyundai,2018,13.815510557964274,30000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0
BMW,2017,14.77102200299171,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0
Toyota,2017,14.430696197054507,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0
Renault,2013,13.815510557964274,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,5.0
Renault,2012,12.409013489526863,100000,Diesel,Dealer,Manual,First Owner,23.08,1461.0,63.1,5.0
Hyundai,2019,13.345506928718539,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0
Volkswagen,2018,13.235692062711331,14495,Petrol,Dealer,Manual,First Owner,18.78,999.0,75.0,5.0
Mahindra,2018,14.204168547756057,24000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,7.0
Toyota,2010,12.959844447906553,83585,Diesel,Dealer,Manual,First Owner,21.43,1364.0,87.2,5.0
Volkswagen,2014,13.217673557208654,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197.0,103.6,5.0
Toyota,2016,14.204168547756057,100000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0
Renault,2017,13.527828485512494,48406,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0
Hyundai,2016,13.253391639810733,56239,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0
Maruti,2015,13.279367126213993,33243,Petrol,Dealer,Manual,First Owner,21.4,1197.0,83.1,5.0
Honda,2016,13.304684934198283,26000,Petrol,Dealer,Automatic,First Owner,19.0,1199.0,88.7,5.0
Toyota,2012,12.936033799212835,90000,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.4,
Hyundai,2016,13.180632285528304,120000,Petrol,Individual,Manual,Second Owner,17.19,1197.0,81.86,5.0
Hyundai,2016,13.199324418540456,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
Hyundai,2013,12.100712129872347,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Maruti,2014,13.017002861746503,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
Chevrolet,2015,12.206072645530174,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0
Tata,2017,12.959844447906553,42000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
Chevrolet,2016,12.89921982609012,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
Ford,2005,11.918390573078392,15858,Petrol,Individual,Manual,First Owner,13.8,1299.0,70.0,5.0
Maruti,2017,12.644327576461329,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
Chevrolet,2014,13.122363377404328,50000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0
Chevrolet,2013,12.206072645530174,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
Renault,2018,13.710150042306449,35000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,7.0
Ambassador,2000,11.225243392518447,90000,Diesel,Individual,Manual,Second Owner,12.8,1489.0,35.5,5.0
Maruti,2015,12.89921982609012,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0
Honda,2015,13.38472764187182,110000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,7.0
Maruti,2015,13.081541382884074,87847,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0
Maruti,2009,11.84939770159144,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Maruti,2018,13.217673557208654,5000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
Maruti,2017,12.84792653170257,29000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0
Tata,2016,12.994530005894443,20000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
Maruti,2018,13.353475098367715,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
Renault,2017,12.429216196844383,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
Maruti,2009,11.695247021764184,17000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Tata,2012,12.567237494741757,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0
Maruti,2016,13.217673557208654,45000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
Mahindra,2016,13.764217263576723,60000,Diesel,Individual,Manual,Third Owner,15.4,1997.0,120.0,7.0
Tata,2019,14.304090572782945,25000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,5.0
Ford,2015,13.124361380067002,80000,Diesel,Individual,Manual,Second Owner,25.01,1498.0,89.75,5.0
Mahindra,2014,13.217673557208654,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0
Maruti,2016,12.611537753638338,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
Maruti,2015,12.611537753638338,50000,Petrol,Individual,Manual,Third Owner,20.51,998.0,67.04,5.0
Toyota,2012,12.542544882151386,100000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Ford,2015,12.9384405392434,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0
Maruti,2018,12.468436909997665,30000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0
Chevrolet,2016,13.217673557208654,15000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
Mahindra,2012,13.458835614025542,100000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0
Tata,2011,12.106252310247962,70000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0
Mahindra,2009,12.80765263256463,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0
Hyundai,2006,11.918390573078392,9558,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.4,
Maruti,2017,12.89921982609012,10000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0
Hyundai,2010,12.254862809699606,110000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
Hyundai,2013,13.122363377404328,87000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0
Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0
Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0
Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0
Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0
Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0
Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0
Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0
Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0
Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0
Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0
Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0
BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0
Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0
Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0
Maruti,2017,13.507625778194974,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0
Tata,2017,13.217673557208654,120000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
Maruti,2013,13.142164043914272,148000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0
Hyundai,2013,13.038979594549872,60000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0
Maruti,2015,12.644327576461329,18000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
Tata,2018,13.560618308335483,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
Maruti,2004,11.56171562913966,96000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
Honda,2015,12.971540487669746,97000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0
Hyundai,2013,12.793859310432293,210000,Diesel,Individual,Manual,Third Owner,21.9,1396.0,88.76,5.0
Volkswagen,2012,12.89921982609012,60000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,105.0,5.0
Maruti,2014,13.304684934198283,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
Honda,2019,13.270783382522602,35000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0
Mahindra,2012,11.84939770159144,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0
Tata,2008,12.254862809699606,100000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,5.0
Hyundai,2017,13.217673557208654,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
Chevrolet,2013,11.695247021764184,110000,Petrol,Individual,Manual,Second Owner,18.2,1199.0,84.8,5.0
Toyota,2013,12.89921982609012,35000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0
Honda,2018,13.849911984681606,15000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0
Maruti,2015,13.345506928718539,90000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0
Hyundai,2008,12.206072645530174,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
Tata,2013,12.66349749256905,140000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0
Maruti,2017,13.608486388529947,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
Toyota,2016,14.269765830241871,55000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0
Toyota,2013,13.710150042306449,73000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,8.0
Maruti,2015,13.38472764187182,100000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0
Ford,2015,13.038979594549872,32000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0
Nissan,2012,12.577636201962656,112072,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0
Ford,2014,12.89921982609012,30000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0
Maruti,2016,13.244581010128577,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
Volkswagen,2011,14.580978400103845,50000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Chevrolet,2009,11.918390573078392,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0
BMW,2007,13.081541382884074,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995.0,181.0,5.0
Maruti,2007,11.156250521031495,80000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0
Maruti,2007,11.156250521031495,80000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0
Mercedes-Benz,2011,13.989463865087712,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,5.0
Hyundai,2006,11.84939770159144,100000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Ford,2018,13.710150042306449,19000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
Hyundai,2015,13.304684934198283,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
Mahindra,2015,13.9108207377686,52269,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0
Maruti,2009,11.695247021764184,140000,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.4,
Maruti,2010,11.695247021764184,170000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.4,
Hyundai,2009,12.345830240069793,60000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5.0
Honda,2017,13.253391639810733,15780,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0
Hyundai,2014,13.262125319779487,106000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0
Volkswagen,2012,12.542544882151386,80000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0
Hyundai,2015,13.270783382522602,74000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0
Maruti,2018,13.681979165339751,35000,Diesel,Individual,Manual,Second Owner,25.47,1248.0,88.5,7.0
Hyundai,2013,13.122363377404328,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0
Maruti,2015,13.458835614025542,60000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0
Ford,2016,12.86876061860541,50000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0
Hyundai,2011,12.323855681186558,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
Tata,2011,11.407564949312402,90000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0
Renault,2014,13.304684934198283,114000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
Hyundai,2009,12.367340793126296,100000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0
Hyundai,2011,12.765688433465597,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
Hyundai,2011,12.367340793126296,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
Maruti,2010,12.154779351142624,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
Tata,2011,12.691580461311874,79000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0
Hyundai,2007,13.217673557208654,2360457,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
Volkswagen,2011,12.611537753638338,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0
Tata,2017,13.217673557208654,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
Mahindra,2013,13.487006490992238,150000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0
Nissan,2011,11.608235644774552,110000,Petrol,Individual,Manual,First Owner,18.06,1198.0,75.0,5.0
Maruti,2018,12.644327576461329,10000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
Tata,2012,12.468436909997665,46000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0
Hyundai,2002,10.915088464214607,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495.0,94.0,5.0
Maruti,2013,13.017002861746503,108800,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0
Hyundai,2009,12.201060103706629,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
Mahindra,2018,13.815510557964274,35000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0
Ford,2011,12.388394202324129,72000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
Renault,2018,12.765688433465597,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
Mahindra,2014,13.180632285528304,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,7.0
Chevrolet,2011,11.918390573078392,35000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
Hyundai,2019,13.345506928718539,12500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
Hyundai,2014,12.842649474601725,80000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
Renault,2015,12.254862809699606,210000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0
Maruti,2018,13.458835614025542,100000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0
Hyundai,2011,11.957611286231675,110000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0
Mahindra,2016,13.458835614025542,103000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0
Maruti,2010,12.175613438045465,577414,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
Maruti,2006,11.695247021764184,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
Honda,2015,12.936033799212835,45000,Petrol,Individual,Automatic,First Owner,15.5,1198.0,86.7,5.0
Honda,2015,13.017002861746503,45000,Petrol,Individual,Automatic,First Owner,15.5,1198.0,86.7,5.0
Honda,2014,12.691580461311874,40000,Petrol,Individual,Manual,Third Owner,19.4,1198.0,86.8,5.0
Mahindra,2014,13.17115354157376,200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0
Hyundai,2017,12.487485104968359,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Maruti,2008,11.512925464970229,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,35.0,8.0
Jaguar,2017,14.812828128480803,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0
Lexus,2019,15.454507272639919,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0
Jaguar,2017,14.978661367769956,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0
Tata,2015,13.128345449081877,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0
Volvo,2019,15.150511624696614,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0
Toyota,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0
Maruti,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0
Maruti,2018,13.514405465180353,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0
Honda,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0
Toyota,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0
Maruti,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Toyota,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0
Maruti,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0
Hyundai,2017,13.017002861746503,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0
BMW,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
BMW,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0
Honda,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0
Skoda,2016,13.37700559577791,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0
Volvo,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0
Tata,2015,12.89921982609012,100000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0
Hyundai,2013,12.751299696013497,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5.0
Mahindra,2018,13.652991628466498,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0
Maruti,2018,13.337474757021274,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0
Maruti,2018,13.458835614025542,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0
Tata,2012,12.206072645530174,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0
Mahindra,2017,13.399995114002609,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0
Mitsubishi,2015,14.346138809026444,39000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0
Tata,2009,11.407564949312402,60000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0
Mahindra,2015,13.864300722133706,28000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0
Ford,2010,11.982929094215963,90000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0
Honda,2006,11.918390573078392,80000,Petrol,Individual,Manual,Third Owner,13.5,1799.0,130.0,5.0
Maruti,2010,12.206072645530174,35000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5.0
Toyota,2011,12.80765263256463,185000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0
Fiat,2009,11.84939770159144,110000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,5.0
Fiat,2016,12.793859310432293,100000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5.0
Honda,2008,12.206072645530174,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
Skoda,2010,12.429216196844383,100000,Diesel,Individual,Manual,Second Owner,17.5,1896.0,106.0,5.0
Skoda,2008,12.345830240069793,110000,Diesel,Individual,Manual,Second Owner,17.5,1896.0,106.0,5.0
Ford,2011,12.676076274775909,130000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
Hyundai,2003,11.350406535472453,68300,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.4,
Hyundai,2018,13.997832114758229,27000,Petrol,Individual,Manual,First Owner,15.8,1591.0,121.3,5.0
Maruti,2018,13.514405465180353,9000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0
Hyundai,2013,12.751299696013497,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5.0
Maruti,2019,13.253391639810733,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197.0,81.8,5.0
Maruti,2019,13.102160670086809,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0
Tata,2013,12.429216196844383,100000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0
Maruti,2017,12.971540487669746,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0
Hyundai,2014,12.323855681186558,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
Mahindra,2018,13.652991628466498,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0
Maruti,2018,13.337474757021274,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0
Hyundai,2014,12.994530005894443,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0
Maruti,2016,13.592367006650065,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
Maruti,2018,13.458835614025542,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0
Maruti,2016,13.304684934198283,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
Tata,2012,12.206072645530174,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0
Mahindra,2017,13.399995114002609,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0
Mitsubishi,2015,14.346138809026444,39000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0
Hyundai,2015,13.017002861746503,53000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0
Maruti,2013,12.948009990259552,105000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
Toyota,2011,13.122363377404328,121941,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,8.0
Tata,2016,12.765688433465597,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
